ROSALES	431	75185	595	51336
STEVENSON	432	75169	395	72892
CHRISTENSEN	433	75143	412	71144
MANNING	434	74949	402	72069
GILL	435	74948	430	68699
CURRY	436	74919	410	71344
MCLAUGHLIN	437	74816	392	73128
HARMON	438	74737	399	72414
MCGEE	439	74542	404	71925
GROSS	440	74503	387	74285
DOYLE	441	74458	391	73518
GARNER	442	74324	403	72052
NEWTON	443	74092	400	72328
BURGESS	444	73931	407	71604
REESE	445	73919	405	71754
WALTON	446	73854	414	70997
BLAKE	447	73797	425	69279
TRUJILLO	448	73664	504	59609
ADKINS	449	73599	408	71528
BRADY	450	73145	411	71175
GOODMAN	451	73136	409	71482
ROMAN	452	72918	507	59020
WEBSTER	453	72625	418	70123
GOODWIN	454	72451	415	70333
FISCHER	455	72357	419	70095
HUANG	456	72328	697	44715
POTTER	457	72175	413	71103
DELACRUZ	458	72109	629	49158
MONTOYA	459	71844	526	57075
TODD	460	71759	423	69810
WU	461	71721	683	45815
HINES	462	71717	432	68145
MULLINS	463	71646	416	70286
CASTANEDA	464	71368	600	51089
MALONE	465	71286	426	69257
CANNON	466	71085	436	67923
TATE	467	71058	440	67208
MACK	468	71056	441	67154
SHERMAN	469	70502	422	69840
HUBBARD	470	70362	435	68021
HODGES	471	70223	428	68868
ZHANG	472	70125	963	33202
GUERRA	473	70071	554	54575
WOLF	474	70031	427	68905
VALENCIA	475	70000	616	50026
FRANCO	476	69943	571	53161
SAUNDERS	476	69943	439	67210
ROWE	478	69879	452	66205
GALLAGHER	479	69834	433	68075
FARMER	480	69617	431	68309
HAMMOND	481	69515	442	67063
HAMPTON	482	69472	451	66378
TOWNSEND	483	69360	444	66853
INGRAM	484	69345	446	66665
WISE	485	68649	445	66738
GALLEGOS	486	68373	551	54672
CLARKE	487	68281	476	62546
BARTON	488	68233	447	66622
SCHROEDER	489	67977	450	66412
MAXWELL	490	67961	458	65779
WATERS	491	67929	455	65817
LOGAN	492	67909	465	64576
CAMACHO	493	67893	630	49000
STRICKLAND	494	67769	456	65814
NORMAN	495	67704	461	65269
PERSON	496	67411	1719	19129
COLON	497	67338	539	55512
PARSONS	498	67310	453	66203
FRANK	499	67304	454	65918
HARRINGTON	500	66959	462	65131
GLOVER	501	66858	468	64180
OSBORNE	502	66827	457	65802
BUCHANAN	503	66648	471	63825
CASEY	504	66556	463	64815
FLOYD	505	66454	469	64141
PATTON	506	66293	464	64772
IBARRA	507	66063	662	46895
BALL	508	66059	366	77561
TYLER	509	66056	477	62534
SUAREZ	510	66013	658	47235
BOWERS	511	66003	466	64496
OROZCO	512	65904	690	45289
SALAS	513	65468	643	48282
COBB	514	65125	472	63739
GIBBS	515	65064	478	62514
ANDRADE	516	65037	666	46702
BAUER	517	65004	484	61979
CONNER	518	64572	480	62335
MOODY	519	64429	479	62344
ESCOBAR	520	64403	723	42955
MCGUIRE	521	64327	482	62116
LLOYD	522	64202	493	61154
MUELLER	523	64191	467	64305
HARTMAN	524	64106	470	63827
FRENCH	525	63991	473	63149
KRAMER	526	63936	474	63023
MCBRIDE	527	63899	495	60874
POPE	528	63881	486	61750
LINDSEY	529	63760	492	61199
VELAZQUEZ	530	63736	789	40030
NORTON	531	63722	485	61805
MCCORMICK	532	63649	475	62663
SPARKS	533	63440	481	62234
FLYNN	534	63400	487	61747
YATES	535	63254	491	61400
HOGAN	536	63085	488	61651
MARSH	537	62304	494	60999
MACIAS	538	62227	664	46739
VILLANUEVA	539	61883	703	44570
ZAMORA	540	61729	684	45806
PRATT	541	61671	500	59801
STOKES	542	61639	510	58687
OWEN	543	61630	496	60461
BALLARD	544	61625	503	59660
LANG	545	61529	499	59843
BROCK	546	61369	502	59682
VILLARREAL	547	61355	613	50351
CHARLES	548	61211	589	51518
DRAKE	549	61162	506	59055
BARRERA	550	60998	713	43720
CAIN	551	60948	516	57873
PATRICK	552	60845	513	58257
PINEDA	553	60820	806	38999
BURNETT	554	60791	517	57859
MERCADO	555	60761	674	46437
SANTANA	556	60667	710	43875
SHEPHERD	557	60479	515	57935
BAUTISTA	558	60264	830	37847
ALI	559	60002	876	36079
SHAFFER	560	59943	505	59227
LAMB	561	59913	511	58555
TREVINO	562	59882	612	50454
MCKENZIE	563	59595	544	55084
HESS	564	59486	518	57822
BEIL	565	59463	12347	2308
OLSEN	566	59356	521	57357
COCHRAN	567	59350	514	58233
MORTON	568	59213	509	58788
NASH	569	58714	601	51021
WILKINS	570	58634	532	56068
PETERSEN	571	58480	543	55185
BRIGGS	572	58408	522	57297
SHAH	573	58287	831	37833
ROTH	574	58278	527	57030
NICHOLSON	575	58151	534	55986
HOLLOWAY	576	58040	540	55466
LOZANO	577	57779	734	42567
FLOWERS	578	57549	560	54277
RANGEL	578	57549	750	41868
HOOVER	580	57497	532	56068
ARIAS	581	57477	787	40086
SHORT	581	57477	536	55903
MORA	583	57464	759	41348
VALENZUELA	584	57383	711	43770
BRYAN	585	57143	542	55269
MEYERS	586	57127	528	56744
WEISS	587	57112	531	56153
UNDERWOOD	588	57064	535	55973
BASS	589	57044	559	54296
GREER	590	57043	552	54611
SUMMERS	591	56953	541	55391
HOUSTON	592	56900	563	54026
CARSON	593	56872	537	55821
MORROW	594	56840	538	55664
CLAYTON	595	56638	548	54875
WHITAKER	596	56616	558	54343
DECKER	597	56576	555	54450
YODER	598	56410	707	44245
COLLIER	599	56380	556	54414
ZUNIGA	600	56347	804	39057
CAREY	601	56322	547	54924
WILCOX	602	56286	546	54987
MELENDEZ	603	56230	744	42139
POOLE	604	56226	549	54706
ROBERSON	605	56180	569	53198
LARSEN	606	55960	572	52963
CONLEY	607	55917	562	54194
DAVENPORT	608	55895	561	54206
COPELAND	609	55850	565	53771
MASSEY	610	55595	568	53459
LAM	611	55554	706	44385
HUFF	612	55484	564	53892
ROCHA	613	55251	744	42139
CAMERON	614	55240	578	52439
JEFFERSON	615	55179	594	51361
HOOD	616	55174	566	53737
MONROE	617	55136	567	53475
ANTHONY	618	55114	580	52146
PITTMAN	619	55021	573	52689
HUYNH	620	54996	790	40011
RANDALL	621	54764	574	52495
SINGLETON	622	54621	584	51797
KIRK	623	54394	582	52056
COMBS	624	54257	570	53180
MATHIS	625	54217	585	51796
CHRISTIAN	626	54198	597	51177
SKINNER	627	54046	575	52490
BRADFORD	628	54015	586	51726
RICHARD	629	53893	581	52138
GALVAN	630	53822	788	40046
WALL	631	53794	557	54401
BOONE	632	53792	587	51679
KIRBY	633	53767	577	52473
WILKINSON	634	53739	576	52483
BRIDGES	635	53682	579	52260
BRUCE	636	53419	583	52004
ATKINSON	637	53376	592	51489
VELEZ	638	53265	727	42820
MEZA	639	53230	835	37662
ROY	640	53159	621	49725
VINCENT	641	53095	608	50628
YORK	642	53059	596	51334
HODGE	643	52920	610	50577
VILLA	644	52817	797	39402
ABBOTT	645	52739	588	51620
ALLISON	646	52701	590	51504
TAPIA	647	52651	845	37201
GATES	648	52569	607	50748
CHASE	649	52481	606	50777
SOSA	650	52457	859	36813
SWEENEY	651	52410	591	51500
FARRELL	652	52321	599	51095
WYATT	653	52211	604	50874
DALTON	654	52184	615	50166
HORN	655	52138	593	51380
BARRON	656	52070	678	46196
PHELPS	657	52044	598	51154
YU	658	52035	874	36285
DICKERSON	659	51889	602	51017
HEATH	660	51877	614	50307
FOLEY	661	51865	605	50852
ATKINS	662	51671	619	49754
MATHEWS	663	51592	609	50608
BONILLA	664	51475	908	34824
ACEVEDO	665	51351	824	38232
BENITEZ	666	51288	957	33441
ZAVALA	667	51153	938	34068
HENSLEY	668	51081	618	49858
GLENN	669	51043	627	49241
CISNEROS	670	50920	850	37050
HARRELL	671	50837	638	48471
SHIELDS	672	50832	623	49556
RUBIO	673	50788	866	36531
CHOI	674	50786	872	36390
HUFFMAN	674	50786	620	49737
BOYER	676	50742	622	49601
GARRISON	677	50686	611	50482
ARROYO	678	50614	833	37678
BOND	679	50610	603	50980
KANE	680	50584	636	48527
HANCOCK	681	50558	625	49330
CALLAHAN	682	50524	617	49925
DILLON	683	50465	631	48833
CLINE	684	50258	628	49167
WIGGINS	685	50247	641	48355
GRIMES	686	50245	626	49245
ARELLANO	687	50104	905	34999
MELTON	688	50069	634	48594
ONEILL	689	50028	633	48656
SAVAGE	690	49914	640	48367
HO	691	49817	778	40413
BELTRAN	692	49776	914	34736
PITTS	693	49740	639	48462
PARRISH	694	49733	632	48823
PONCE	695	49549	895	35400
RICH	696	49481	654	47477
BOOTH	697	49402	635	48580
KOCH	698	49395	657	47286
GOLDEN	699	49360	648	47839
WARE	700	49316	667	46682
BRENNAN	701	49238	642	48296
MCDOWELL	702	49217	652	47526
MARKS	703	49177	644	48281
CANTU	704	49126	793	39601
HUMPHREY	705	49056	655	47470
BAXTER	706	49033	647	47857
SAWYER	707	49028	646	47979
CLAY	708	48844	677	46264
TANNER	709	48813	675	46412
HUTCHINSON	710	48781	649	47809
KAUR	711	48753	1501	21825
BERG	712	48746	637	48480
WILEY	713	48720	653	47503
GILMORE	714	48719	661	47050
RUSSO	715	48696	645	48126
VILLEGAS	716	48599	917	34684
HOBBS	717	48522	659	47220
KEITH	718	48487	663	46747
WILKERSON	719	48444	670	46605
AHMED	720	48319	1206	26607
BEARD	721	48207	660	47128
MCCLAIN	722	48165	688	45560
MONTES	723	48142	901	35196
MATA	724	48120	907	34888
ROSARIO	725	48051	865	36539
VANG	726	48036	982	32333
WALTER	727	48024	651	47615
HENSON	728	48013	669	46609
ONEAL	729	47979	680	46161
MOSLEY	730	47963	699	44698
MCCLURE	731	47742	672	46505
BEASLEY	732	47693	679	46179
STEPHENSON	733	47641	668	46662
SNOW	734	47528	687	45689
HUERTA	735	47455	959	33348
PRESTON	736	47367	681	45850
VANCE	737	47324	686	45763
BARRY	738	47274	691	45044
JOHNS	739	47246	656	47289
EATON	740	47184	676	46403
BLACKWELL	741	47175	673	46495
DYER	742	47170	671	46574
PRINCE	743	47168	700	44640
MACDONALD	744	46717	685	45782
SOLOMON	745	46534	726	42839
GUEVARA	746	46454	1039	30844
STAFFORD	747	46394	689	45349
ENGLISH	748	46393	692	45032
HURST	749	46244	702	44587
WOODARD	750	46240	696	44830
CORTES	751	46229	1061	30141
SHANNON	752	46147	693	44902
KEMP	753	46146	698	44701
NOLAN	754	46054	705	44421
MCCULLOUGH	755	45852	708	44123
MERRITT	756	45594	701	44626
MURILLO	757	45558	995	31964
MOON	758	45528	748	42062
SALGADO	759	45469	1012	31627
STRONG	760	45432	718	43430
KLINE	761	45390	694	44900
CORDOVA	762	45305	903	35074
BARAJAS	763	45153	989	32147
ROACH	764	45019	704	44454
ROSAS	765	44938	1030	31050
WINTERS	766	44914	712	43762
JACOBSON	767	44808	695	44874
LESTER	768	44784	709	43919
KNOX	769	44742	724	42937
BULLOCK	770	44740	722	43021
KERR	771	44711	729	42758
LEACH	772	44581	714	43666
MEADOWS	773	44500	725	42884
DAVILA	774	44388	924	34541
ORR	774	44388	714	43666
WHITEHEAD	776	44373	721	43310
PRUITT	777	44365	736	42463
KENT	778	44325	733	42597
CONWAY	779	44320	719	43395
MCKEE	780	44137	717	43555
BARR	781	44130	738	42432
DAVID	782	44040	818	38659
DEJESUS	783	44038	1002	31803
MARIN	784	43904	1003	31786
BERGER	785	43851	716	43556
MCINTYRE	786	43842	742	42335
BLANKENSHIP	787	43830	731	42663
GAINES	788	43821	739	42369
PALACIOS	789	43798	1057	30231
CUEVAS	790	43701	993	32015
BARTLETT	791	43648	735	42512
DURHAM	792	43635	740	42365
DORSEY	793	43631	763	41104
MCCALL	794	43483	761	41231
ODONNELL	795	43460	728	42802
STEIN	796	43389	720	43331
BROWNING	797	43329	732	42642
STOUT	798	43305	730	42669
LOWERY	799	43278	752	41670
SLOAN	800	43261	743	42281
MCLEAN	801	43260	768	40871
HENDRICKS	802	43197	749	41879
CALHOUN	803	43180	757	41452
SEXTON	804	43133	747	42080
CHUNG	805	43110	870	36422
GENTRY	806	43027	741	42357
HULL	807	43018	754	41656
DUARTE	808	42983	997	31896
ELLISON	809	42827	756	41459
NIELSEN	810	42773	765	41007
GILLESPIE	811	42693	758	41393
BUCK	812	42639	737	42441
MIDDLETON	813	42578	771	40708
SELLERS	814	42577	755	41561
LEBLANC	815	42575	767	40923
ESPARZA	816	42559	971	32772
HARDIN	817	42469	753	41664
BRADSHAW	818	42465	769	40794
MCINTOSH	819	42379	777	40453
HOWE	820	42265	775	40555
LIVINGSTON	821	42103	766	40964
FROST	822	42015	774	40582
GLASS	823	41802	770	40724
MORSE	824	41774	762	41112
KNAPP	825	41771	760	41267
HERMAN	826	41750	746	42091
STARK	827	41735	751	41863
BRAVO	828	41700	1165	27576
NOBLE	829	41667	784	40217
SPEARS	830	41665	785	40203
WEEKS	831	41565	764	41053
CORONA	832	41553	1081	29525
FREDERICK	833	41394	791	39909
BUCKLEY	834	41348	772	40706
MCFARLAND	835	41300	782	40244
HEBERT	836	41275	781	40283
ENRIQUEZ	837	41271	1072	29886
HICKMAN	838	41163	783	40224
QUINTERO	839	41158	1070	29952
RANDOLPH	840	41129	792	39742
SCHAEFER	841	41063	773	40663
WALLS	842	41025	801	39166
TREJO	843	41021	1172	27383
HOUSE	844	41000	776	40477
REILLY	845	40884	780	40310
PENNINGTON	846	40854	779	40339
MICHAEL	847	40736	798	39369
CONRAD	848	40707	786	40102
GILES	849	40598	805	39002
BENJAMIN	850	40590	868	36439
CROSBY	851	40563	811	38844
FITZPATRICK	852	40449	794	39501
DONOVAN	853	40410	799	39270
MAYS	854	40408	809	38914
MAHONEY	855	40397	795	39440
VALENTINE	856	40395	834	37669
RAYMOND	857	40275	825	38158
MEDRANO	858	40261	1091	29386
HAHN	859	40250	822	38354
MCMILLAN	860	40237	810	38896
SMALL	861	40212	681	45850
BENTLEY	862	40193	814	38714
FELIX	863	40165	1011	31631
PECK	864	40055	796	39432
LUCERO	865	39986	945	33922
BOYLE	866	39921	802	39141
HANNA	867	39890	887	35599
PACE	868	39879	807	38975
RUSH	869	39802	839	37470
HURLEY	870	39796	808	38971
HARDING	871	39787	823	38340
MCCONNELL	872	39754	800	39203
